repo_name,file_html,cl,me,stmt_code,parent_code,code,complicate_code,temporary_flag,create_fun_flag,temprorary,func
detectron2,https://github.com/facebookresearch/detectron2/tree/master/detectron2/export/caffe2_inference.py,ProtobufModel,_infer_output_devices$48,"input_device_types = {(name, 0): _get_device_type(tensor) for (name, tensor) in zip(self._input_blobs, inputs)}","input_device_types = {(name, 0): _get_device_type(tensor) for (name, tensor) in zip(self._input_blobs, inputs)}","input_device_types = {(name, 0): _get_device_type(tensor) for (name, tensor) in zip(self._input_blobs, inputs)}","input_device_types = dict()
for (name, tensor) in zip(self._input_blobs, inputs):
    input_device_types[name, 0] = _get_device_type(tensor)
",0,0,0,0
OWOD,https://github.com/JosephKJ/OWOD/tree/master/detectron2/data/datasets/builtin_meta.py,,_get_coco_instances_meta$222,"thing_dataset_id_to_contiguous_id = {k: i for (i, k) in enumerate(thing_ids)}","thing_dataset_id_to_contiguous_id = {k: i for (i, k) in enumerate(thing_ids)}","thing_dataset_id_to_contiguous_id = {k: i for (i, k) in enumerate(thing_ids)}","thing_dataset_id_to_contiguous_id = dict()
for (i, k) in enumerate(thing_ids):
    thing_dataset_id_to_contiguous_id[k] = i
",0,0,0,0
SoftTeacher,https://github.com/microsoft/SoftTeacher/tree/master/ssod/datasets/pipelines/rand_aug.py,MultiBranch,__init__$954,"self.transform_group = {k: BaseCompose(v) for (k, v) in transform_group.items()}","self.transform_group = {k: BaseCompose(v) for (k, v) in transform_group.items()}","self.transform_group = {k: BaseCompose(v) for (k, v) in transform_group.items()}","self.transform_group = dict()
for (k, v) in transform_group.items():
    self.transform_group[k] = BaseCompose(v)
",0,0,0,0
lore,https://github.com/instacart/lore/tree/master/lore/util.py,,get_relevant_args$73,"base_kwargs = {k: v for (k, v) in kwargs.iteritems() if k in base_args}","base_kwargs = {k: v for (k, v) in kwargs.iteritems() if k in base_args}","base_kwargs = {k: v for (k, v) in kwargs.iteritems() if k in base_args}","base_kwargs = dict()
for (k, v) in kwargs.iteritems():
    if k in base_args:
        base_kwargs[k] = v
",0,0,0,0
XLM,https://github.com/facebookresearch/XLM/tree/master/xlm/evaluation/evaluator.py,EncDecEvaluator,evaluate_mt$418,"all_mem_att = {k: [] for (k, _) in self.memory_list}","all_mem_att = {k: [] for (k, _) in self.memory_list}","all_mem_att = {k: [] for (k, _) in self.memory_list}","all_mem_att = dict()
for (k, _) in self.memory_list:
    all_mem_att[k] = []
",0,0,0,0
pymc,https://github.com/pymc-devs/pymc/tree/master/pymc/tests/backend_fixtures.py,ModelBackendSampledTestCase,setup_class$147,"stats1 = [{key: val[idx] for (key, val) in stats.items()} for stats in cls.expected_stats[0]]","[{key: val[idx] for (key, val) in stats.items()} for stats in cls.expected_stats[0]]","[{key: val[idx] for (key, val) in stats.items()} for stats in cls.expected_stats[0]]","def my_comprehension_func(stats):
    tmp_DictComp0 = dict()
    for (key, val) in stats.items():
        tmp_DictComp0[key] = val[idx]
    return tmp_DictComp0
stats1 = [{key: val[idx] for (key, val) in stats.items()} for stats in cls.expected_stats[0]]",1,1,1,1
pennylane,https://github.com/PennyLaneAI/pennylane/tree/master/tests/fourier/test_reconstruct.py,TestReconstruct,test_differentiability_tensorflow$963,"spectra = {outer_key: {inner_key: tf.constant(val, dtype=tf.float64) for (inner_key, val) in outer_val.items()} for (outer_key, outer_val) in spectra.items()}","spectra = {outer_key: {inner_key: tf.constant(val, dtype=tf.float64) for (inner_key, val) in outer_val.items()} for (outer_key, outer_val) in spectra.items()}","spectra = {outer_key: {inner_key: tf.constant(val, dtype=tf.float64) for (inner_key, val) in outer_val.items()} for (outer_key, outer_val) in spectra.items()}","tmp_DictComp0 = dict()
for (outer_key, outer_val) in spectra.items():
    tmp_DictComp0[outer_key] = {inner_key: tf.constant(val, dtype=tf.float64) for (inner_key, val) in outer_val.items()}
spectra = tmp_DictComp0",1,0,1,0
dask,https://github.com/dask/dask/tree/master/dask/blockwise.py,,rewrite_blockwise$1469,inputs = {inp.output: inp for inp in inputs},inputs = {inp.output: inp for inp in inputs},inputs = {inp.output: inp for inp in inputs},"tmp_DictComp0 = dict()
for inp in inputs:
    tmp_DictComp0[inp.output] = inp
inputs = tmp_DictComp0",1,0,1,0
kaggle-api,https://github.com/Kaggle/kaggle-api/tree/master/kaggle/models/kaggle_models_extended.py,DatasetNewResponse,__init__$160,"parsed_dict = {k: parse(v) for (k, v) in init_dict.items()}","parsed_dict = {k: parse(v) for (k, v) in init_dict.items()}","parsed_dict = {k: parse(v) for (k, v) in init_dict.items()}","parsed_dict = dict()
for (k, v) in init_dict.items():
    parsed_dict[k] = parse(v)
",0,0,0,0
nucypher,https://github.com/nucypher/nucypher/tree/master/nucypher/blockchain/eth/interfaces.py,BlockchainInterface,__log_transaction$420,"tx.update({f: prettify_eth_amount(v) for (f, v) in tx.items() if f in ('gasPrice', 'value')})","tx.update({f: prettify_eth_amount(v) for (f, v) in tx.items() if f in ('gasPrice', 'value')})","tx.update({f: prettify_eth_amount(v) for (f, v) in tx.items() if f in ('gasPrice', 'value')})","def my_comprehension_func(tx):
    tmp_DictComp0 = dict()
    for (f, v) in tx.items():
        if f in ('gasPrice', 'value'):
            tmp_DictComp0[f] = prettify_eth_amount(v)
    return tmp_DictComp0
tx.update(my_comprehension_func(tx))",1,1,1,0
rasa,https://github.com/RasaHQ/rasa/tree/master/tests/engine/test_validation.py,,_create_graph_schema_from_requirements$1010,"graph_schema = GraphSchema({f'node-{node}': SchemaNode(needs={f'param{param}': f'node-{needed_node}' for (param, needed_node) in enumerate(needs)}, uses=component_types[node][use_subclass], fn='run', constructor_name='create', config={}, is_target=node in targets) for (node, needs, _) in node_needs_requires})","GraphSchema({f'node-{node}': SchemaNode(needs={f'param{param}': f'node-{needed_node}' for (param, needed_node) in enumerate(needs)}, uses=component_types[node][use_subclass], fn='run', constructor_name='create', config={}, is_target=node in targets) for (node, needs, _) in node_needs_requires})","GraphSchema({f'node-{node}': SchemaNode(needs={f'param{param}': f'node-{needed_node}' for (param, needed_node) in enumerate(needs)}, uses=component_types[node][use_subclass], fn='run', constructor_name='create', config={}, is_target=node in targets) for (node, needs, _) in node_needs_requires})","tmp_DictComp0 = dict()
for (node, needs, _) in node_needs_requires:
    tmp_DictComp0[f'node-{node}'] = SchemaNode(needs={f'param{param}': f'node-{needed_node}' for (param, needed_node) in enumerate(needs)}, uses=component_types[node][use_subclass], fn='run', constructor_name='create', config={}, is_target=node in targets)
graph_schema = GraphSchema(tmp_DictComp0)",1,0,1,0
sheetfu,https://github.com/socialpoint-labs/sheetfu/tree/master/sheetfu/modules/table.py,Item,to_dict$353,return {k: self.get_field_value(k) for k in self.header},return {k: self.get_field_value(k) for k in self.header},return {k: self.get_field_value(k) for k in self.header},"tmp_DictComp0 = dict()
for k in self.header:
    tmp_DictComp0[k] = self.get_field_value(k)
return tmp_DictComp0",1,0,1,0
pgmpy,https://github.com/pgmpy/pgmpy/tree/master/pgmpy/inference/EliminationOrder.py,BaseEliminationOrder,get_elimination_order$44,scores = {node: self.cost(node) for node in nodes},scores = {node: self.cost(node) for node in nodes},scores = {node: self.cost(node) for node in nodes},"scores = dict()
for node in nodes:
    scores[node] = self.cost(node)
",0,0,0,0
electricitymap-contrib,https://github.com/tmrowco/electricitymap-contrib/tree/master/parsers/IN.py,,fetch_production$43,"processed_data = {k: float(v.replace(',', '')) for (k, v) in raw_data.items()}","processed_data = {k: float(v.replace(',', '')) for (k, v) in raw_data.items()}","processed_data = {k: float(v.replace(',', '')) for (k, v) in raw_data.items()}","processed_data = dict()
for (k, v) in raw_data.items():
    processed_data[k] = float(v.replace(',', ''))
",0,0,0,0
Auto-PyTorch,https://github.com/automl/Auto-PyTorch/tree/master/test/test_ensemble/test_ensemble.py,,testPerformanceRangeThreshold$263,"ensbuilder.read_preds = {key: {key_2: True for key_2 in (Y_ENSEMBLE, Y_TEST)} for key in ensbuilder.read_losses}","ensbuilder.read_preds = {key: {key_2: True for key_2 in (Y_ENSEMBLE, Y_TEST)} for key in ensbuilder.read_losses}","ensbuilder.read_preds = {key: {key_2: True for key_2 in (Y_ENSEMBLE, Y_TEST)} for key in ensbuilder.read_losses}","tmp_DictComp0 = dict()
for key in ensbuilder.read_losses:
    tmp_DictComp0[key] = {key_2: True for key_2 in (Y_ENSEMBLE, Y_TEST)}
ensbuilder.read_preds = tmp_DictComp0",1,0,1,0
fairseq,https://github.com/pytorch/fairseq/tree/master/examples/textless_nlp/gslm/unit2speech/tacotron2/utils.py,,load_code_dict$66,"code_dict = {c: i for (i, c) in enumerate(codes)}","code_dict = {c: i for (i, c) in enumerate(codes)}","code_dict = {c: i for (i, c) in enumerate(codes)}","code_dict = dict()
for (i, c) in enumerate(codes):
    code_dict[c] = i
",0,0,0,0
checkmk,https://github.com/tribe29/checkmk/tree/master/cmk/base/plugins/agent_based/infoblox_services.py,,parse_infoblox_services$97,"return {SERVICE_ID[service_id]: (status, description) for (service_id, status_id, description) in string_table[0] for status in (STATUS_ID.get(status_id, 'unexpected'),) if status not in {'inactive', 'unknown'}}","return {SERVICE_ID[service_id]: (status, description) for (service_id, status_id, description) in string_table[0] for status in (STATUS_ID.get(status_id, 'unexpected'),) if status not in {'inactive', 'unknown'}}","return {SERVICE_ID[service_id]: (status, description) for (service_id, status_id, description) in string_table[0] for status in (STATUS_ID.get(status_id, 'unexpected'),) if status not in {'inactive', 'unknown'}}","tmp_DictComp0 = dict()
for (service_id, status_id, description) in string_table[0]:
    for status in (STATUS_ID.get(status_id, 'unexpected'),):
        if status not in {'inactive', 'unknown'}:
            tmp_DictComp0[SERVICE_ID[service_id]] = (status, description)
return tmp_DictComp0",1,0,1,0
aiomysql,https://github.com/aio-libs/aiomysql/tree/master/aiomysql/sa/connection.py,SAConnection,_base_params$71,"dp = {c.key: pval for (c, pval) in zip(query.table.c, dp)}","dp = {c.key: pval for (c, pval) in zip(query.table.c, dp)}","dp = {c.key: pval for (c, pval) in zip(query.table.c, dp)}","tmp_DictComp0 = dict()
for (c, pval) in zip(query.table.c, dp):
    tmp_DictComp0[c.key] = pval
dp = tmp_DictComp0",1,0,1,0
programmingbitcoin,https://github.com/jimmysong/programmingbitcoin/tree/master/code-ch07/tx.py,TxFetcher,dump_cache$65,"to_dump = {k: tx.serialize().hex() for (k, tx) in cls.cache.items()}","to_dump = {k: tx.serialize().hex() for (k, tx) in cls.cache.items()}","to_dump = {k: tx.serialize().hex() for (k, tx) in cls.cache.items()}","to_dump = dict()
for (k, tx) in cls.cache.items():
    to_dump[k] = tx.serialize().hex()
",0,0,0,0
python-sdk,https://github.com/qiniu/python-sdk/tree/master/test/unit/test_discovery_v2.py,TestGetTrainingQuery,test_get_training_query_value_error$1853,"req_copy = {key: val if key is not param else None for (key, val) in req_param_dict.items()}","req_copy = {key: val if key is not param else None for (key, val) in req_param_dict.items()}","req_copy = {key: val if key is not param else None for (key, val) in req_param_dict.items()}","req_copy = dict()
for (key, val) in req_param_dict.items():
    req_copy[key] = val if key is not param else None
",0,0,0,0
gluon-ts,https://github.com/awslabs/gluon-ts/tree/master/src/gluonts/core/component.py,,validated$227,"nmargs = {name: arg for ((name, param), arg) in zip(list(init_params.items()), [self] + args) if name != 'self'}","nmargs = {name: arg for ((name, param), arg) in zip(list(init_params.items()), [self] + args) if name != 'self'}","nmargs = {name: arg for ((name, param), arg) in zip(list(init_params.items()), [self] + args) if name != 'self'}","nmargs = dict()
for ((name, param), arg) in zip(list(init_params.items()), [self] + args):
    if name != 'self':
        nmargs[name] = arg
",0,0,0,0
goatools,https://github.com/tanghaibao/goatools/tree/master/tests/test_grpr_get_sections_2d.py,,chk_results$34,"h2i = {h: i for (i, h) in enumerate(hdrgos_act)}","h2i = {h: i for (i, h) in enumerate(hdrgos_act)}","h2i = {h: i for (i, h) in enumerate(hdrgos_act)}","h2i = dict()
for (i, h) in enumerate(hdrgos_act):
    h2i[h] = i
",0,0,0,0
pandapower,https://github.com/e2nIEE/pandapower/tree/master/pandapower/io_utils.py,FromSerializableRegistry,networkx$498,"attr = {k: v for (k, v) in mg.get_edge_data(n1, n2, key=e).items() if k not in ('json_id', 'json_key')}","attr = {k: v for (k, v) in mg.get_edge_data(n1, n2, key=e).items() if k not in ('json_id', 'json_key')}","attr = {k: v for (k, v) in mg.get_edge_data(n1, n2, key=e).items() if k not in ('json_id', 'json_key')}","attr = dict()
for (k, v) in mg.get_edge_data(n1, n2, key=e).items():
    if k not in ('json_id', 'json_key'):
        attr[k] = v
",0,0,0,0
metrics,https://github.com/PyTorchLightning/metrics/tree/master/tests/text/helpers.py,,_class_test$44,"kwargs_update = {k: v.to(device) if isinstance(v, Tensor) else v for (k, v) in kwargs_update.items()}","kwargs_update = {k: v.to(device) if isinstance(v, Tensor) else v for (k, v) in kwargs_update.items()}","kwargs_update = {k: v.to(device) if isinstance(v, Tensor) else v for (k, v) in kwargs_update.items()}","tmp_DictComp0 = dict()
for (k, v) in kwargs_update.items():
    tmp_DictComp0[k] = v.to(device) if isinstance(v, Tensor) else v
kwargs_update = tmp_DictComp0",1,0,1,0
online-judge,https://github.com/DMOJ/online-judge/tree/master/judge/views/api/api_v1.py,,api_v1_problem_list$91,"return JsonResponse({code: {'points': points, 'partial': partial, 'name': name, 'group': group} for (code, points, partial, name, group) in queryset})","JsonResponse({code: {'points': points, 'partial': partial, 'name': name, 'group': group} for (code, points, partial, name, group) in queryset})","JsonResponse({code: {'points': points, 'partial': partial, 'name': name, 'group': group} for (code, points, partial, name, group) in queryset})","tmp_DictComp0 = dict()
for (code, points, partial, name, group) in queryset:
    tmp_DictComp0[code] = {'points': points, 'partial': partial, 'name': name, 'group': group}
return JsonResponse(tmp_DictComp0)",1,0,1,0
featuretools,https://github.com/alteryx/featuretools/tree/master/featuretools/tests/entityset_tests/test_timedelta.py,,test_check_timedelta$65,"exp_to_standard_unit = {e: t for (e, t) in zip(expanded_units, time_units)}","exp_to_standard_unit = {e: t for (e, t) in zip(expanded_units, time_units)}","exp_to_standard_unit = {e: t for (e, t) in zip(expanded_units, time_units)}","exp_to_standard_unit = dict()
for (e, t) in zip(expanded_units, time_units):
    exp_to_standard_unit[e] = t
",0,0,0,0
featuretools,https://github.com/alteryx/featuretools/tree/master/featuretools/computational_backends/feature_set.py,FeatureSet,__init__$23,self.features_by_name = {f.unique_name(): f for f in features},self.features_by_name = {f.unique_name(): f for f in features},self.features_by_name = {f.unique_name(): f for f in features},"self.features_by_name = dict()
for f in features:
    self.features_by_name[f.unique_name()] = f
",0,0,0,0
qlib,https://github.com/microsoft/qlib/tree/master/qlib/data/data.py,LocalInstrumentProvider,list_instruments$666,"_instruments_filtered = {inst: list(filter(lambda x: x[0] <= x[1], [(max(start_time, pd.Timestamp(x[0])), min(end_time, pd.Timestamp(x[1]))) for x in spans])) for (inst, spans) in _instruments.items()}","_instruments_filtered = {inst: list(filter(lambda x: x[0] <= x[1], [(max(start_time, pd.Timestamp(x[0])), min(end_time, pd.Timestamp(x[1]))) for x in spans])) for (inst, spans) in _instruments.items()}","_instruments_filtered = {inst: list(filter(lambda x: x[0] <= x[1], [(max(start_time, pd.Timestamp(x[0])), min(end_time, pd.Timestamp(x[1]))) for x in spans])) for (inst, spans) in _instruments.items()}","_instruments_filtered = dict()
for (inst, spans) in _instruments.items():
    _instruments_filtered[inst] = list(filter(lambda x: x[0] <= x[1], [(max(start_time, pd.Timestamp(x[0])), min(end_time, pd.Timestamp(x[1]))) for x in spans]))
",0,0,0,0
