repo_name,file_html,cl,me,stmt_code,parent_code,code,complicate_code,temporary_flag,create_fun_flag,tempor,func
pghoard,https://github.com/aiven/pghoard/tree/master/test/test_webserver.py,TestWebServer,test_archive_sync$227,pg_wal_timelines = {f for f in os.listdir(pg_wal_dir) if wal.TIMELINE_RE.match(f)},pg_wal_timelines = {f for f in os.listdir(pg_wal_dir) if wal.TIMELINE_RE.match(f)},pg_wal_timelines = {f for f in os.listdir(pg_wal_dir) if wal.TIMELINE_RE.match(f)},"pg_wal_timelines = set()
for f in os.listdir(pg_wal_dir):
    if wal.TIMELINE_RE.match(f):
        pg_wal_timelines.add(f)
",0,0,0,0
petastorm,https://github.com/uber/petastorm/tree/master/petastorm/unischema.py,,match_unischema_fields$437,field_names = {f.name for f in unischema_fields},field_names = {f.name for f in unischema_fields},field_names = {f.name for f in unischema_fields},"field_names = set()
for f in unischema_fields:
    field_names.add(f.name)
",0,0,0,0
sentry,https://github.com/getsentry/sentry/tree/master/src/sentry/api/serializers/models/exporteddata.py,ExportedDataSerializer,get_attrs$9,users = User.objects.filter(id__in={item.user_id for item in item_list}),id__in={item.user_id for item in item_list},id__in={item.user_id for item in item_list},"tmp_SetComp0 = set()
for item in item_list:
    tmp_SetComp0.add(item.user_id)
users = User.objects.filter(id__in=tmp_SetComp0)",1,0,1,0
sentry,https://github.com/getsentry/sentry/tree/master/tests/sentry/api/endpoints/test_organization_details.py,OrganizationDeleteTest,test_can_remove_as_owner$706,owner_emails = {o.email for o in owners},owner_emails = {o.email for o in owners},owner_emails = {o.email for o in owners},"owner_emails = set()
for o in owners:
    owner_emails.add(o.email)
",0,0,0,0
distributed,https://github.com/dask/distributed/tree/master/distributed/client.py,Client,persist$3346,names = {k for c in collections for k in flatten(c.__dask_keys__())},names = {k for c in collections for k in flatten(c.__dask_keys__())},names = {k for c in collections for k in flatten(c.__dask_keys__())},"names = set()
for c in collections:
    for k in flatten(c.__dask_keys__()):
        names.add(k)
",0,0,0,0
redis-py-cluster,https://github.com/Grokzen/redis-py-cluster/tree/master/rediscluster/client.py,RedisCluster,_determine_slot$476,slots = {self.connection_pool.nodes.keyslot(key) for key in keys},slots = {self.connection_pool.nodes.keyslot(key) for key in keys},slots = {self.connection_pool.nodes.keyslot(key) for key in keys},"slots = set()
for key in keys:
    slots.add(self.connection_pool.nodes.keyslot(key))
",0,0,0,0
adaptive,https://github.com/python-adaptive/adaptive/tree/master/adaptive/learner/triangulation.py,Triangulation,hull$690,"hull = {point for (face, count) in counts.items() if count == 1 for point in face}","hull = {point for (face, count) in counts.items() if count == 1 for point in face}","hull = {point for (face, count) in counts.items() if count == 1 for point in face}","hull = set()
for (face, count) in counts.items():
    if count == 1:
        for point in face:
            hull.add(point)
",0,0,0,0
dedupe,https://github.com/dedupeio/dedupe/tree/master/dedupe/predicates.py,,hundredIntegerPredicate$388,return {str(int(i))[:-2] + '00' for i in integers(field)},return {str(int(i))[:-2] + '00' for i in integers(field)},return {str(int(i))[:-2] + '00' for i in integers(field)},"tmp_SetComp0 = set()
for i in integers(field):
    tmp_SetComp0.add(str(int(i))[:-2] + '00')
return tmp_SetComp0",1,0,1,0
pyfilesystem2,https://github.com/PyFilesystem/pyfilesystem2/tree/master/fs/permissions.py,Permissions,__init__$79,"self._perms = {name for (name, mask) in self._LINUX_PERMS if mode & mask}","self._perms = {name for (name, mask) in self._LINUX_PERMS if mode & mask}","self._perms = {name for (name, mask) in self._LINUX_PERMS if mode & mask}","tmp_SetComp0 = set()
for (name, mask) in self._LINUX_PERMS:
    if mode & mask:
        tmp_SetComp0.add(name)
self._perms = tmp_SetComp0",1,0,1,0
django,https://github.com/django/django/tree/master/django/db/backends/base/schema.py,BaseDatabaseSchemaEditor,alter_unique_together$415,olds = {tuple(fields) for fields in old_unique_together},olds = {tuple(fields) for fields in old_unique_together},olds = {tuple(fields) for fields in old_unique_together},"olds = set()
for fields in old_unique_together:
    olds.add(tuple(fields))
",0,0,0,0
Paddle,https://github.com/PaddlePaddle/Paddle/tree/master/python/paddle/fluid/tests/unittests/test_ir_graph.py,TestIRGraph,test_nodes$25,"self.assertTrue({node.name() for node in graph.nodes()} == {'x1', 'x2', 'out', 'sum'})","{node.name() for node in graph.nodes()} == {'x1', 'x2', 'out', 'sum'}","{node.name() for node in graph.nodes()} == {'x1', 'x2', 'out', 'sum'}","tmp_SetComp0 = set()
for node in graph.nodes():
    tmp_SetComp0.add(node.name())
self.assertTrue(tmp_SetComp0 == {'x1', 'x2', 'out', 'sum'})",1,0,1,0
alembic,https://github.com/sqlalchemy/alembic/tree/master/alembic/autogenerate/compare.py,,_compare_indexes_and_uniques$505,"metadata_unique_constraints = {uq for uq in metadata_table.constraints if isinstance(uq, sa_schema.UniqueConstraint)}","metadata_unique_constraints = {uq for uq in metadata_table.constraints if isinstance(uq, sa_schema.UniqueConstraint)}","metadata_unique_constraints = {uq for uq in metadata_table.constraints if isinstance(uq, sa_schema.UniqueConstraint)}","metadata_unique_constraints = set()
for uq in metadata_table.constraints:
    if isinstance(uq, sa_schema.UniqueConstraint):
        metadata_unique_constraints.add(uq)
",0,0,0,0
diff_cover,https://github.com/Bachmann1234/diff_cover/tree/master/diff_cover/violationsreporters/violations_reporter.py,XmlCoverageReporter,_cache_file$169,measured = measured | {int(line.get(_number)) for line in line_nodes},measured | {int(line.get(_number)) for line in line_nodes},measured | {int(line.get(_number)) for line in line_nodes},"tmp_SetComp0 = set()
for line in line_nodes:
    tmp_SetComp0.add(int(line.get(_number)))
measured = measured | tmp_SetComp0",1,0,1,0
cartography,https://github.com/lyft/cartography/tree/master/tests/integration/cartography/intel/azure/test_cosmosdb.py,,test_load_cosmosdb_virtual_network_rules_relationships$492,"actual = {(r['n1.id'], r['n2.id']) for r in result}","actual = {(r['n1.id'], r['n2.id']) for r in result}","actual = {(r['n1.id'], r['n2.id']) for r in result}","actual = set()
for r in result:
    actual.add((r['n1.id'], r['n2.id']))
",0,0,0,0
galaxy,https://github.com/ansible/galaxy/tree/master/lib/galaxy/tool_shed/galaxy_install/install_manager.py,InstallRepositoryManager,install_tool_shed_repository$878,new_requirements = {tool.requirements.packages for tool in new_tools if tool},new_requirements = {tool.requirements.packages for tool in new_tools if tool},new_requirements = {tool.requirements.packages for tool in new_tools if tool},"new_requirements = set()
for tool in new_tools:
    if tool:
        new_requirements.add(tool.requirements.packages)
",0,0,0,0
optuna,https://github.com/optuna/optuna/tree/master/tests/test_multi_objective.py,,test_get_pareto_front_trials_2d$14,"assert {_trial_to_values(t) for t in _get_pareto_front_trials_2d(study.trials, study.directions)} == {(1, 3)}","{_trial_to_values(t) for t in _get_pareto_front_trials_2d(study.trials, study.directions)} == {(1, 3)}","{_trial_to_values(t) for t in _get_pareto_front_trials_2d(study.trials, study.directions)} == {(1, 3)}","tmp_SetComp0 = set()
for t in _get_pareto_front_trials_2d(study.trials, study.directions):
    tmp_SetComp0.add(_trial_to_values(t))
assert tmp_SetComp0 == {(1, 3)}",1,0,1,0
azure-cli,https://github.com/Azure/azure-cli/tree/master/src/azure-cli/azure/cli/command_modules/appservice/custom.py,,remove_identity$988,existing_identities = {x.lower() for x in list((webapp.identity.user_assigned_identities or {}).keys())},existing_identities = {x.lower() for x in list((webapp.identity.user_assigned_identities or {}).keys())},existing_identities = {x.lower() for x in list((webapp.identity.user_assigned_identities or {}).keys())},"existing_identities = set()
for x in list((webapp.identity.user_assigned_identities or {}).keys()):
    existing_identities.add(x.lower())
",0,0,0,0
azure-cli,https://github.com/Azure/azure-cli/tree/master/src/azure-cli/azure/cli/command_modules/vm/_vm_utils.py,,is_trusted_launch_supported$543,return bool(trusted_launch.intersection({feature.value for feature in supported_features})),trusted_launch.intersection({feature.value for feature in supported_features}),trusted_launch.intersection({feature.value for feature in supported_features}),"tmp_SetComp0 = set()
for feature in supported_features:
    tmp_SetComp0.add(feature.value)
return bool(trusted_launch.intersection(tmp_SetComp0))",1,0,1,0
pyCraft,https://github.com/ammaraskar/pyCraft/tree/master/tests/test_connection.py,AllowedVersionsTest,test_with_version_names$129,"self._test_connect(server_version=self.versions[index][0], client_versions={v[0] for v in self.versions[:index + 1]})",client_versions={v[0] for v in self.versions[:index + 1]},client_versions={v[0] for v in self.versions[:index + 1]},"def my_comprehension_func(self, index):
    tmp_SetComp0 = []
    for v in self.versions[:index + 1]:
        tmp_SetComp0.add(v[0])
    return tmp_SetComp0
self._test_connect(server_version=self.versions[index][0], client_versions=my_comprehension_func(self, index))",1,1,1,0
checkov,https://github.com/bridgecrewio/checkov/tree/master/tests/kubernetes/checks/test_ApiServerAuthorizationModeNode.py,TestApiServerAuthorizationModeNode,test_summary$10,failed_check_resources = {c.resource for c in report.failed_checks},failed_check_resources = {c.resource for c in report.failed_checks},failed_check_resources = {c.resource for c in report.failed_checks},"failed_check_resources = set()
for c in report.failed_checks:
    failed_check_resources.add(c.resource)
",0,0,0,0
Cura,https://github.com/Ultimaker/Cura/tree/master/plugins/CuraEngineBackend/StartSliceJob.py,StartSliceJob,run$145,associated_disabled_extruders = {p + 1 for p in associated_disabled_extruders},associated_disabled_extruders = {p + 1 for p in associated_disabled_extruders},associated_disabled_extruders = {p + 1 for p in associated_disabled_extruders},"tmp_SetComp0 = set()
for p in associated_disabled_extruders:
    tmp_SetComp0.add(p + 1)
associated_disabled_extruders = tmp_SetComp0",1,0,1,0
Ops,https://github.com/pythonzm/Ops/tree/master/users/views.py,,edit_user$136,user.user_permissions.set({i.id for p in perms for i in p}),user.user_permissions.set({i.id for p in perms for i in p}),user.user_permissions.set({i.id for p in perms for i in p}),"tmp_SetComp0 = set()
for p in perms:
    for i in p:
        tmp_SetComp0.add(i.id)
user.user_permissions.set(tmp_SetComp0)",1,0,1,0
weblate,https://github.com/WeblateOrg/weblate/tree/master/weblate/checks/markup.py,MarkdownSyntaxCheck,check_single$307,tgt_tags = {self.extract_match(x) for x in MD_SYNTAX.findall(target)},tgt_tags = {self.extract_match(x) for x in MD_SYNTAX.findall(target)},tgt_tags = {self.extract_match(x) for x in MD_SYNTAX.findall(target)},"tgt_tags = set()
for x in MD_SYNTAX.findall(target):
    tgt_tags.add(self.extract_match(x))
",0,0,0,0
indico,https://github.com/indico/indico/tree/master/indico/modules/designer/controllers.py,RHEditDesignerTemplate,_process_POST$299,template_images = {img.id for img in self.template.images},template_images = {img.id for img in self.template.images},template_images = {img.id for img in self.template.images},"template_images = set()
for img in self.template.images:
    template_images.add(img.id)
",0,0,0,0
OpenSeq2Seq,https://github.com/NVIDIA/OpenSeq2Seq/tree/master/open_seq2seq/data/text2text/tokenizer.py,,_generate_alphabet_dict$433,alphabet = {c for token in iterable for c in token},alphabet = {c for token in iterable for c in token},alphabet = {c for token in iterable for c in token},"alphabet = set()
for token in iterable:
    for c in token:
        alphabet.add(c)
",0,0,0,0
airflow,https://github.com/apache/airflow/tree/master/scripts/ci/pre_commit/pre_commit_check_provider_yaml_files.py,,check_doc_files$284,"expected_doc_urls = {'/docs/' + os.path.relpath(f, start=DOCS_DIR) for f in glob(f'{DOCS_DIR}/apache-airflow-providers-*/operators/**/*.rst', recursive=True) if not f.endswith('/index.rst') and '/_partials' not in f}","expected_doc_urls = {'/docs/' + os.path.relpath(f, start=DOCS_DIR) for f in glob(f'{DOCS_DIR}/apache-airflow-providers-*/operators/**/*.rst', recursive=True) if not f.endswith('/index.rst') and '/_partials' not in f}","expected_doc_urls = {'/docs/' + os.path.relpath(f, start=DOCS_DIR) for f in glob(f'{DOCS_DIR}/apache-airflow-providers-*/operators/**/*.rst', recursive=True) if not f.endswith('/index.rst') and '/_partials' not in f}","expected_doc_urls = set()
for f in glob(f'{DOCS_DIR}/apache-airflow-providers-*/operators/**/*.rst', recursive=True):
    if not f.endswith('/index.rst') and '/_partials' not in f:
        expected_doc_urls.add('/docs/' + os.path.relpath(f, start=DOCS_DIR))
",0,0,0,0
OWOD,https://github.com/JosephKJ/OWOD/tree/master/tests/test_visualizer.py,TestVisualizer,test_border$179,last_row = {tuple(x.tolist()) for x in output[-1]},last_row = {tuple(x.tolist()) for x in output[-1]},last_row = {tuple(x.tolist()) for x in output[-1]},"last_row = set()
for x in output[-1]:
    last_row.add(tuple(x.tolist()))
",0,0,0,0
subliminal,https://github.com/Diaoul/subliminal/tree/master/tests/test_core.py,,test_download_best_subtitles_only_one$553,"assert {(s.provider_name, s.id) for s in subtitles[video]} == expected_subtitles","{(s.provider_name, s.id) for s in subtitles[video]} == expected_subtitles","{(s.provider_name, s.id) for s in subtitles[video]} == expected_subtitles","tmp_SetComp0 = set()
for s in subtitles[video]:
    tmp_SetComp0.add((s.provider_name, s.id))
assert tmp_SetComp0 == expected_subtitles",1,0,1,0
cartography,https://github.com/lyft/cartography/tree/master/tests/integration/cartography/intel/github/test_repos.py,,test_pinned_python_library_to_repo$191,actual_nodes = {n['repo_count'] for n in nodes},actual_nodes = {n['repo_count'] for n in nodes},actual_nodes = {n['repo_count'] for n in nodes},"actual_nodes = set()
for n in nodes:
    actual_nodes.add(n['repo_count'])
",0,0,0,0
hydrus,https://github.com/hydrusnetwork/hydrus/tree/master/hydrus/client/db/ClientDBTagParents.py,ClientDBTagParents,GetTagParents$461,"statuses_to_pairs.update({status: {(tag_ids_to_tags[child_tag_id], tag_ids_to_tags[parent_tag_id]) for (child_tag_id, parent_tag_id) in pair_ids} for (status, pair_ids) in statuses_to_pair_ids.items()})","{status: {(tag_ids_to_tags[child_tag_id], tag_ids_to_tags[parent_tag_id]) for (child_tag_id, parent_tag_id) in pair_ids} for (status, pair_ids) in statuses_to_pair_ids.items()}","{status: {(tag_ids_to_tags[child_tag_id], tag_ids_to_tags[parent_tag_id]) for (child_tag_id, parent_tag_id) in pair_ids} for (status, pair_ids) in statuses_to_pair_ids.items()}","def my_comprehension_func(pair_ids):
    tmp_SetComp0 = []
    for (child_tag_id, parent_tag_id) in pair_ids:
        tmp_SetComp0.add((tag_ids_to_tags[child_tag_id], tag_ids_to_tags[parent_tag_id]))
    return tmp_SetComp0
statuses_to_pairs.update({status: {(tag_ids_to_tags[child_tag_id], tag_ids_to_tags[parent_tag_id]) for (child_tag_id, parent_tag_id) in pair_ids} for (status, pair_ids) in statuses_to_pair_ids.items()})",1,1,1,1
holoviews,https://github.com/holoviz/holoviews/tree/master/holoviews/plotting/plotly/dash.py,,to_dash$289,triggered_prop_ids = {entry['prop_id'] for entry in callback_context.triggered},triggered_prop_ids = {entry['prop_id'] for entry in callback_context.triggered},triggered_prop_ids = {entry['prop_id'] for entry in callback_context.triggered},"triggered_prop_ids = set()
for entry in callback_context.triggered:
    triggered_prop_ids.add(entry['prop_id'])
",0,0,0,0
