repo_name,file_html,cl,me,complicate_code,simple_code
pyvista,https://github.com/pyvista/pyvista/tree/master/tests/test_filters.py,,test_slice_orthogonal_filter$233,"for (i, dataset) in enumerate(datasets):
    slices = dataset.slice_orthogonal(progress_bar=True)
    assert slices is not None
    assert isinstance(slices, pyvista.MultiBlock)
    assert slices.n_blocks == 3
    for slc in slices:
        assert isinstance(slc, pyvista.PolyData)","for e_target in enumerate(datasets):
    dataset = e_target[1]
    i = e_target[0]
    slices = dataset.slice_orthogonal(progress_bar=True)
    assert slices is not None
    assert isinstance(slices, pyvista.MultiBlock)
    assert slices.n_blocks == 3
    for slc in slices:
        assert isinstance(slc, pyvista.PolyData)"
imgaug,https://github.com/aleju/imgaug/tree/master/test/test_parameters.py,TestDeterministicList,test_draw_samples_float$2559,"for (shape, expected) in zip(shapes, expecteds):
    with self.subTest(shape=shape):
        samples = param.draw_samples(shape)
        shape_expected = shape if isinstance(shape, tuple) else tuple([shape])
        assert samples.shape == shape_expected
        assert np.allclose(samples, expected, rtol=0, atol=1e-05)","for e_target in zip(shapes, expecteds):
    expected = e_target[1]
    shape = e_target[0]
    with self.subTest(shape=shape):
        samples = param.draw_samples(shape)
        shape_expected = shape if isinstance(shape, tuple) else tuple([shape])
        assert samples.shape == shape_expected
        assert np.allclose(samples, expected, rtol=0, atol=1e-05)"
KL-Loss,https://github.com/yihui-he/KL-Loss/tree/master/detectron/datasets/voc_dataset_evaluator.py,,_write_voc_results_files$57,"for (im_ind, index) in enumerate(image_index):
    dets = all_boxes[cls_ind][im_ind]
    if type(dets) == list:
        assert len(dets) == 0, 'dets should be numpy.ndarray or empty list'
        continue
    for k in range(dets.shape[0]):
        f.write('{:s} {:.3f} {:.1f} {:.1f} {:.1f} {:.1f}\n'.format(index, dets[k, -1], dets[k, 0] + 1, dets[k, 1] + 1, dets[k, 2] + 1, dets[k, 3] + 1))","for e_target in enumerate(image_index):
    index = e_target[1]
    im_ind = e_target[0]
    dets = all_boxes[cls_ind][im_ind]
    if type(dets) == list:
        assert len(dets) == 0, 'dets should be numpy.ndarray or empty list'
        continue
    for k in range(dets.shape[0]):
        f.write('{:s} {:.3f} {:.1f} {:.1f} {:.1f} {:.1f}\n'.format(index, dets[k, -1], dets[k, 0] + 1, dets[k, 1] + 1, dets[k, 2] + 1, dets[k, 3] + 1))"
MONAI,https://github.com/Project-MONAI/MONAI/tree/master/monai/transforms/utils.py,,compute_divisible_spatial_size$1224,"for (k_d, dim) in zip(k, spatial_shape):
    new_dim = int(np.ceil(dim / k_d) * k_d) if k_d > 0 else dim
    new_size.append(new_dim)","for e_target in zip(k, spatial_shape):
    dim = e_target[1]
    k_d = e_target[0]
    new_dim = int(np.ceil(dim / k_d) * k_d) if k_d > 0 else dim
    new_size.append(new_dim)"
Deep-Reinforcement-Learning-Hands-On,https://github.com/PacktPublishing/Deep-Reinforcement-Learning-Hands-On/tree/master/Chapter10/02_pong_a2c.py,,if_main_my$95,"for (step_idx, exp) in enumerate(exp_source):
    batch.append(exp)
    new_rewards = exp_source.pop_total_rewards()
    if new_rewards:
        if tracker.reward(new_rewards[0], step_idx):
            break
    if len(batch) < BATCH_SIZE:
        continue
    (states_v, actions_t, vals_ref_v) = unpack_batch(batch, net, device=device)
    batch.clear()
    optimizer.zero_grad()
    (logits_v, value_v) = net(states_v)
    loss_value_v = F.mse_loss(value_v.squeeze(-1), vals_ref_v)
    log_prob_v = F.log_softmax(logits_v, dim=1)
    adv_v = vals_ref_v - value_v.squeeze(-1).detach()
    log_prob_actions_v = adv_v * log_prob_v[range(BATCH_SIZE), actions_t]
    loss_policy_v = -log_prob_actions_v.mean()
    prob_v = F.softmax(logits_v, dim=1)
    entropy_loss_v = ENTROPY_BETA * (prob_v * log_prob_v).sum(dim=1).mean()
    loss_policy_v.backward(retain_graph=True)
    grads = np.concatenate([p.grad.data.cpu().numpy().flatten() for p in net.parameters() if p.grad is not None])
    loss_v = entropy_loss_v + loss_value_v
    loss_v.backward()
    nn_utils.clip_grad_norm_(net.parameters(), CLIP_GRAD)
    optimizer.step()
    loss_v += loss_policy_v
    tb_tracker.track('advantage', adv_v, step_idx)
    tb_tracker.track('values', value_v, step_idx)
    tb_tracker.track('batch_rewards', vals_ref_v, step_idx)
    tb_tracker.track('loss_entropy', entropy_loss_v, step_idx)
    tb_tracker.track('loss_policy', loss_policy_v, step_idx)
    tb_tracker.track('loss_value', loss_value_v, step_idx)
    tb_tracker.track('loss_total', loss_v, step_idx)
    tb_tracker.track('grad_l2', np.sqrt(np.mean(np.square(grads))), step_idx)
    tb_tracker.track('grad_max', np.max(np.abs(grads)), step_idx)
    tb_tracker.track('grad_var', np.var(grads), step_idx)","for e_target in enumerate(exp_source):
    exp = e_target[1]
    step_idx = e_target[0]
    batch.append(exp)
    new_rewards = exp_source.pop_total_rewards()
    if new_rewards:
        if tracker.reward(new_rewards[0], step_idx):
            break
    if len(batch) < BATCH_SIZE:
        continue
    (states_v, actions_t, vals_ref_v) = unpack_batch(batch, net, device=device)
    batch.clear()
    optimizer.zero_grad()
    (logits_v, value_v) = net(states_v)
    loss_value_v = F.mse_loss(value_v.squeeze(-1), vals_ref_v)
    log_prob_v = F.log_softmax(logits_v, dim=1)
    adv_v = vals_ref_v - value_v.squeeze(-1).detach()
    log_prob_actions_v = adv_v * log_prob_v[range(BATCH_SIZE), actions_t]
    loss_policy_v = -log_prob_actions_v.mean()
    prob_v = F.softmax(logits_v, dim=1)
    entropy_loss_v = ENTROPY_BETA * (prob_v * log_prob_v).sum(dim=1).mean()
    loss_policy_v.backward(retain_graph=True)
    grads = np.concatenate([p.grad.data.cpu().numpy().flatten() for p in net.parameters() if p.grad is not None])
    loss_v = entropy_loss_v + loss_value_v
    loss_v.backward()
    nn_utils.clip_grad_norm_(net.parameters(), CLIP_GRAD)
    optimizer.step()
    loss_v += loss_policy_v
    tb_tracker.track('advantage', adv_v, step_idx)
    tb_tracker.track('values', value_v, step_idx)
    tb_tracker.track('batch_rewards', vals_ref_v, step_idx)
    tb_tracker.track('loss_entropy', entropy_loss_v, step_idx)
    tb_tracker.track('loss_policy', loss_policy_v, step_idx)
    tb_tracker.track('loss_value', loss_value_v, step_idx)
    tb_tracker.track('loss_total', loss_v, step_idx)
    tb_tracker.track('grad_l2', np.sqrt(np.mean(np.square(grads))), step_idx)
    tb_tracker.track('grad_max', np.max(np.abs(grads)), step_idx)
    tb_tracker.track('grad_var', np.var(grads), step_idx)"
pororo,https://github.com/kakaobrain/pororo/tree/master/pororo/tasks/named_entity_recognition.py,PororoBertCharNer,_apply_wsd$289,"for (idx, ner_token) in enumerate(tags):
    (surface, tag) = ner_token
    surface = surface.replace('{', '閿')
    surface = surface.replace('}', '閿')
    if tag == 'TERM':
        cat = self._template_match(surface, self._term2cat)
        if cat is not None:
            tags[idx] = (surface, cat)
        input_text_with_markers += surface
    elif tag == 'QUANTITY':
        cat = self._template_match(surface, self._quant2cat)
        if cat is not None:
            tags[idx] = (surface, cat)
            input_text_with_markers += surface
        else:
            target_token_ids.append(idx)
            input_text_with_markers += '{' + surface + '}'
    else:
        input_text_with_markers += surface","for e_target in enumerate(tags):
    ner_token = e_target[1]
    idx = e_target[0]
    (surface, tag) = ner_token
    surface = surface.replace('{', '閿')
    surface = surface.replace('}', '閿')
    if tag == 'TERM':
        cat = self._template_match(surface, self._term2cat)
        if cat is not None:
            tags[idx] = (surface, cat)
        input_text_with_markers += surface
    elif tag == 'QUANTITY':
        cat = self._template_match(surface, self._quant2cat)
        if cat is not None:
            tags[idx] = (surface, cat)
            input_text_with_markers += surface
        else:
            target_token_ids.append(idx)
            input_text_with_markers += '{' + surface + '}'
    else:
        input_text_with_markers += surface"
d2l-vn,https://github.com/mlbvn/d2l-vn/tree/master/d2l/d2l.py,,tokenize_nmt$755,"for (i, line) in enumerate(text.split('\n')):
    if num_examples and i > num_examples:
        break
    parts = line.split('\t')
    if len(parts) == 2:
        source.append(parts[0].split(' '))
        target.append(parts[1].split(' '))","for e_target in enumerate(text.split('\n')):
    line = e_target[1]
    i = e_target[0]
    if num_examples and i > num_examples:
        break
    parts = line.split('\t')
    if len(parts) == 2:
        source.append(parts[0].split(' '))
        target.append(parts[1].split(' '))"
CrypTen,https://github.com/facebookresearch/CrypTen/tree/master/test/test_models.py,TestModels,_check_parameters$57,"for (name, crypten_param) in crypten_named_params.items():
    self.assertTrue(name in torchvision_named_params, msg)
    torchvision_param = torchvision_named_params[name]
    self.assertEqual(crypten_param.size(), torchvision_param.size(), f'{msg}: {name} size')
    if pretrained:
        if isinstance(crypten_param, crypten.CrypTensor):
            crypten_param = crypten_param.get_plain_text()
        self.assertTrue(torch.allclose(crypten_param, torchvision_param, atol=0.0001), f'{msg}: {name}')","for e_target in crypten_named_params.items():
    crypten_param = e_target[1]
    name = e_target[0]
    self.assertTrue(name in torchvision_named_params, msg)
    torchvision_param = torchvision_named_params[name]
    self.assertEqual(crypten_param.size(), torchvision_param.size(), f'{msg}: {name} size')
    if pretrained:
        if isinstance(crypten_param, crypten.CrypTensor):
            crypten_param = crypten_param.get_plain_text()
        self.assertTrue(torch.allclose(crypten_param, torchvision_param, atol=0.0001), f'{msg}: {name}')"
upvote_py2,https://github.com/google/upvote_py2/tree/master/upvote/gae/lib/bit9/utils_test.py,CamelToSnakeCaseTest,testConversions$29,"for (test, expected) in tests:
    self.assertEqual(expected, utils.camel_to_snake_case(test))","for e_target in tests:
    expected = e_target[1]
    test = e_target[0]
    self.assertEqual(expected, utils.camel_to_snake_case(test))"
Telethon,https://github.com/LonamiWebs/Telethon/tree/master/telethon_generator/generators/tlobject.py,,_write_modules$54,"for (namespace, names) in imports.items():
    builder.writeln('from {} import {}', namespace, ', '.join(sorted(names)))","for e_target in imports.items():
    names = e_target[1]
    namespace = e_target[0]
    builder.writeln('from {} import {}', namespace, ', '.join(sorted(names)))"
sec-edgar,https://github.com/sec-edgar/sec-edgar/tree/master/secedgar/core/combo.py,ComboFilings,reducer$133,"for (key, value) in dictionary.items():
    accumulator[key] = accumulator.get(key, []) + value","for e_target in dictionary.items():
    value = e_target[1]
    key = e_target[0]
    accumulator[key] = accumulator.get(key, []) + value"
sympy,https://github.com/sympy/sympy/tree/master/sympy/solvers/ode/ode.py,,check_linear_2eq_order1$1349,"for (n, i) in enumerate([p1, p2]):
    for j in Mul.make_args(collect_const(i)):
        if not j.has(t):
            q = j
        if q and n == 0:
            if (r['b2'] / j - r['b1']) / (r['c1'] - r['c2'] / j) == j:
                p = 1
        elif q and n == 1:
            if (r['b1'] / j - r['b2']) / (r['c2'] - r['c1'] / j) == j:
                p = 2","for e_target in enumerate([p1, p2]):
    i = e_target[1]
    n = e_target[0]
    for j in Mul.make_args(collect_const(i)):
        if not j.has(t):
            q = j
        if q and n == 0:
            if (r['b2'] / j - r['b1']) / (r['c1'] - r['c2'] / j) == j:
                p = 1
        elif q and n == 1:
            if (r['b1'] / j - r['b2']) / (r['c2'] - r['c1'] / j) == j:
                p = 2"
trankit,https://github.com/nlp-uoregon/trankit/tree/master/trankit/adapter_transformers/modeling_transfo_xl.py,,build_tf_to_pytorch_map$42,"for (i, (out_l, proj_l, tie_proj)) in enumerate(zip(model.crit.out_layers, model.crit.out_projs, config.tie_projs)):
    layer_str = 'transformer/adaptive_softmax/cutoff_%d/' % i
    if config.tie_weight:
        tf_to_pt_map.update({layer_str + 'b': out_l.bias})
    else:
        raise NotImplementedError
        tf_to_pt_map.update({layer_str + 'lookup_table': out_l.weight, layer_str + 'b': out_l.bias})
    if not tie_proj:
        tf_to_pt_map.update({layer_str + 'proj': proj_l})","for e_target in enumerate(zip(model.crit.out_layers, model.crit.out_projs, config.tie_projs)):
    tie_proj = e_target[1][2]
    proj_l = e_target[1][1]
    out_l = e_target[1][0]
    i = e_target[0]
    layer_str = 'transformer/adaptive_softmax/cutoff_%d/' % i
    if config.tie_weight:
        tf_to_pt_map.update({layer_str + 'b': out_l.bias})
    else:
        raise NotImplementedError
        tf_to_pt_map.update({layer_str + 'lookup_table': out_l.weight, layer_str + 'b': out_l.bias})
    if not tie_proj:
        tf_to_pt_map.update({layer_str + 'proj': proj_l})"
