repo_name,file_html,cl,me,code,complicate_code,has_break,,
tvnamer,https://github.com/dbr/tvnamer/tree/master/tvnamer/files.py,FileParser,parse$264,"for cmatcher in self.compiled_regexs:
    match = cmatcher.match(filename)
    if match:
        namedgroups = match.groupdict().keys()
        if 'episodenumber1' in namedgroups:
            epnos = []
            for cur in namedgroups:
                epnomatch = re.match('episodenumber(\\d+)', cur)
                if epnomatch:
                    epnos.append(int(match.group(cur)))
            epnos.sort()
            episodenumbers = epnos
        elif 'episodenumberstart' in namedgroups:
            start = int(match.group('episodenumberstart'))
            end = int(match.group('episodenumberend'))
            if end - start > 5:
                warn('WARNING: %s episodes detected in file: %s, confused by numeric episode name, using first match: %s' % (end - start, filename, start))
                episodenumbers = [start]
            elif start > end:
                (start, end) = (end, start)
                episodenumbers = list(range(start, end + 1))
            else:
                episodenumbers = list(range(start, end + 1))
        elif 'episodenumber' in namedgroups:
            episodenumbers = [int(match.group('episodenumber'))]
        elif 'year' in namedgroups or 'month' in namedgroups or 'day' in namedgroups:
            if not all(['year' in namedgroups, 'month' in namedgroups, 'day' in namedgroups]):
                raise ConfigValueError(""Date-based regex must contain groups 'year', 'month' and 'day'"")
            match.group('year')
            year = intepret_year(match.group('year'))
            episodedates = [datetime.date(year, int(match.group('month')), int(match.group('day')))]
        else:
            raise ConfigValueError('Regex does not contain episode number group, shouldcontain episodenumber, episodenumber1-9, orepisodenumberstart and episodenumberend\n\nPatternwas:\n' + cmatcher.pattern)
        if 'seriesname' in namedgroups:
            seriesname = match.group('seriesname')
        else:
            raise ConfigValueError('Regex must contain seriesname. Pattern was:\n' + cmatcher.pattern)
        if seriesname is not None:
            seriesname = _clean_extracted_series_name(seriesname)
            seriesname = _replace_input_series_name(seriesname)
        extra_values = match.groupdict()
        if 'seasonnumber' in namedgroups:
            seasonnumber = int(match.group('seasonnumber'))
            episode = EpisodeInfo(seriesname=seriesname, seasonnumber=seasonnumber, episodenumbers=episodenumbers, filename=self.path, extra=extra_values)
        elif 'year' in namedgroups and 'month' in namedgroups and ('day' in namedgroups):
            episode = DatedEpisodeInfo(seriesname=seriesname, episodenumbers=episodedates, filename=self.path, extra=extra_values)
        elif 'group' in namedgroups:
            episode = AnimeEpisodeInfo(seriesname=seriesname, episodenumbers=episodenumbers, filename=self.path, extra=extra_values)
        else:
            episode = NoSeasonEpisodeInfo(seriesname=seriesname, episodenumbers=episodenumbers, filename=self.path, extra=extra_values)
        return episode
else:
    emsg = 'Cannot parse %r' % self.path
    if len(Config['input_filename_replacements']) > 0:
        emsg += ' with replacements: %r' % filename
    raise InvalidFilename(emsg)","for cmatcher in self.compiled_regexs:
    match = cmatcher.match(filename)
    if match:
        namedgroups = match.groupdict().keys()
        if 'episodenumber1' in namedgroups:
            epnos = []
            for cur in namedgroups:
                epnomatch = re.match('episodenumber(\\d+)', cur)
                if epnomatch:
                    epnos.append(int(match.group(cur)))
            epnos.sort()
            episodenumbers = epnos
        elif 'episodenumberstart' in namedgroups:
            start = int(match.group('episodenumberstart'))
            end = int(match.group('episodenumberend'))
            if end - start > 5:
                warn('WARNING: %s episodes detected in file: %s, confused by numeric episode name, using first match: %s' % (end - start, filename, start))
                episodenumbers = [start]
            elif start > end:
                (start, end) = (end, start)
                episodenumbers = list(range(start, end + 1))
            else:
                episodenumbers = list(range(start, end + 1))
        elif 'episodenumber' in namedgroups:
            episodenumbers = [int(match.group('episodenumber'))]
        elif 'year' in namedgroups or 'month' in namedgroups or 'day' in namedgroups:
            if not all(['year' in namedgroups, 'month' in namedgroups, 'day' in namedgroups]):
                raise ConfigValueError(""Date-based regex must contain groups 'year', 'month' and 'day'"")
            match.group('year')
            year = intepret_year(match.group('year'))
            episodedates = [datetime.date(year, int(match.group('month')), int(match.group('day')))]
        else:
            raise ConfigValueError('Regex does not contain episode number group, shouldcontain episodenumber, episodenumber1-9, orepisodenumberstart and episodenumberend\n\nPatternwas:\n' + cmatcher.pattern)
        if 'seriesname' in namedgroups:
            seriesname = match.group('seriesname')
        else:
            raise ConfigValueError('Regex must contain seriesname. Pattern was:\n' + cmatcher.pattern)
        if seriesname is not None:
            seriesname = _clean_extracted_series_name(seriesname)
            seriesname = _replace_input_series_name(seriesname)
        extra_values = match.groupdict()
        if 'seasonnumber' in namedgroups:
            seasonnumber = int(match.group('seasonnumber'))
            episode = EpisodeInfo(seriesname=seriesname, seasonnumber=seasonnumber, episodenumbers=episodenumbers, filename=self.path, extra=extra_values)
        elif 'year' in namedgroups and 'month' in namedgroups and ('day' in namedgroups):
            episode = DatedEpisodeInfo(seriesname=seriesname, episodenumbers=episodedates, filename=self.path, extra=extra_values)
        elif 'group' in namedgroups:
            episode = AnimeEpisodeInfo(seriesname=seriesname, episodenumbers=episodenumbers, filename=self.path, extra=extra_values)
        else:
            episode = NoSeasonEpisodeInfo(seriesname=seriesname, episodenumbers=episodenumbers, filename=self.path, extra=extra_values)
        return episode

emsg = 'Cannot parse %r' % self.path
if len(Config['input_filename_replacements']) > 0:
    emsg += ' with replacements: %r' % filename
raise InvalidFilename(emsg)
",0,TRUE,
Rasa_NLU_Chi,https://github.com/crownpku/Rasa_NLU_Chi/tree/master/rasa_nlu/config.py,RasaNLUModelConfig,for_component$136,"for c in self.pipeline:
    if c.get('name') == name:
        return override_defaults(defaults, c)
else:
    return defaults or {}","for c in self.pipeline:
    if c.get('name') == name:
        return override_defaults(defaults, c)

return defaults or {}
",0,TRUE,
sympy,https://github.com/sympy/sympy/tree/master/sympy/simplify/cse_main.py,,_find_repeated$582,"for ign in ignore:
    if ign in expr.free_symbols:
        break
else:
    to_eliminate.add(expr)
    return","flag_else = 1

for ign in ignore:
    if ign in expr.free_symbols:
        flag_else = 0
        break
if flag_else:
    to_eliminate.add(expr)
    return",1,FALSE,
galaxy,https://github.com/ansible/galaxy/tree/master/lib/galaxy/jobs/runners/tasks.py,TaskedJobRunner,_stop_pid$212,"for sig in [15, 9]:
    try:
        os.killpg(pid, sig)
    except OSError as e:
        log.warning('_stop_pid(): %s: Got errno %s when attempting to signal %d to PID %d: %s' % (job_id, errno.errorcode[e.errno], sig, pid, e.strerror))
        return
    sleep(2)
    if not self._check_pid(pid):
        log.debug('_stop_pid(): %s: PID %d successfully killed with signal %d' % (job_id, pid, sig))
        return
else:
    log.warning('_stop_pid(): %s: PID %d refuses to die after signaling TERM/KILL' % (job_id, pid))","for sig in [15, 9]:
    try:
        os.killpg(pid, sig)
    except OSError as e:
        log.warning('_stop_pid(): %s: Got errno %s when attempting to signal %d to PID %d: %s' % (job_id, errno.errorcode[e.errno], sig, pid, e.strerror))
        return
    sleep(2)
    if not self._check_pid(pid):
        log.debug('_stop_pid(): %s: PID %d successfully killed with signal %d' % (job_id, pid, sig))
        return

log.warning('_stop_pid(): %s: PID %d refuses to die after signaling TERM/KILL' % (job_id, pid))
",0,TRUE,
kafka-python,https://github.com/dpkp/kafka-python/tree/master/kafka/client_async.py,KafkaClient,bootstrap_connected$955,"for node_id in self._conns:
    if not self.cluster.is_bootstrap(node_id):
        continue
    if self._conns[node_id].connected():
        return True
else:
    return False","for node_id in self._conns:
    if not self.cluster.is_bootstrap(node_id):
        continue
    if self._conns[node_id].connected():
        return True

return False
",0,TRUE,
networkx,https://github.com/networkx/networkx/tree/master/networkx/algorithms/flow/boykovkolmogorov.py,,boykov_kolmogorov_impl$161,"while v is not None:
    path.append(v)
    if v == s or v == t:
        base_dist = 0
        break
    elif timestamp[v] == time:
        base_dist = dist[v]
        break
    v = tree[v]
else:
    return False","flag_else = 1

while v is not None:
    path.append(v)
    if v == s or v == t:
        base_dist = 0
        flag_else = 0
        break
    elif timestamp[v] == time:
        base_dist = dist[v]
        flag_else = 0
        break
    v = tree[v]
if flag_else:
    return False",2,FALSE,
WeasyPrint,https://github.com/Kozea/WeasyPrint/tree/master/weasyprint/layout/preferred.py,,table_and_columns_preferred_widths$359,"for column in column_group.children:
    column_groups[column_number] = column_group
    columns[column_number] = column
    column_number += 1
    if column_number == grid_width:
        break
else:
    continue","flag_else = 1

for column in column_group.children:
    column_groups[column_number] = column_group
    columns[column_number] = column
    column_number += 1
    if column_number == grid_width:
        flag_else = 0
        break
if flag_else:
    continue",1,FALSE,
warehouse,https://github.com/pypa/warehouse/tree/master/warehouse/forklift/legacy.py,,_is_valid_dist_file$624,"for zipname in zfp.namelist():
    parts = os.path.split(zipname)
    if len(parts) == 2 and parts[1] == 'WHEEL':
        break
else:
    return False","flag_else = 1

for zipname in zfp.namelist():
    parts = os.path.split(zipname)
    if len(parts) == 2 and parts[1] == 'WHEEL':
        flag_else = 0
        break
if flag_else:
    return False",1,FALSE,
thonny,https://github.com/thonny/thonny/tree/master/thonny/editors.py,EditorNotebook,indicate_modification$1018,"for editor in self.get_all_editors():
    if editor.is_modified():
        if mod != ('-modified', 1):
            self.winfo_toplevel().wm_attributes(*rest + ('-modified', 1))
        break
else:
    if mod == ('-modified', 1):
        self.winfo_toplevel().wm_attributes(*rest + ('-modified', 0))","flag_else = 1

for editor in self.get_all_editors():
    if editor.is_modified():
        if mod != ('-modified', 1):
            self.winfo_toplevel().wm_attributes(*rest + ('-modified', 1))
        flag_else = 0
        break
if flag_else:
    if mod == ('-modified', 1):
        self.winfo_toplevel().wm_attributes(*rest + ('-modified', 0))",1,FALSE,
pyusb,https://github.com/pyusb/pyusb/tree/master/usb/core.py,,find$1232,"for m in (libusb1, openusb, libusb0):
    backend = m.get_backend()
    if backend is not None:
        _logger.info('find(): using backend ""%s""', m.__name__)
        break
else:
    raise NoBackendError('No backend available')","flag_else = 1

for m in (libusb1, openusb, libusb0):
    backend = m.get_backend()
    if backend is not None:
        _logger.info('find(): using backend ""%s""', m.__name__)
        flag_else = 0
        break
if flag_else:
    raise NoBackendError('No backend available')",1,FALSE,
TauonMusicBox,https://github.com/Taiko2k/TauonMusicBox/tree/master/t_modules/t_main.py,QueueBox,play_now$37541,"for (i, item) in enumerate(pctl.force_queue):
    if item[5] == self.right_click_id:
        queue_item = item
        queue_index = i
        break
else:
    return","flag_else = 1

for (i, item) in enumerate(pctl.force_queue):
    if item[5] == self.right_click_id:
        queue_item = item
        queue_index = i
        flag_else = 0
        break
if flag_else:
    return",1,FALSE,
LightAutoML,https://github.com/sberbank-ai-lab/LightAutoML/tree/master/lightautoml/automl/base.py,AutoML,fit_predict$145,"for (k, ml_pipe) in enumerate(level):
    pipe_pred = ml_pipe.fit_predict(train_valid)
    level_predictions.append(pipe_pred)
    pipes.append(ml_pipe)
    logger.info('Time left {:.2f} secs\n'.format(self.timer.time_left))
    if self.timer.time_limit_exceeded():
        logger.info('Time limit exceeded. Last level models will be blended and unused pipelines will be pruned.\n')
        flg_last_level = True
        break
else:
    if self.timer.child_out_of_time:
        logger.info('Time limit exceeded in one of the tasks. AutoML will blend level {0} models.\n'.format(leven_number))
        flg_last_level = True","flag_else = 1

for (k, ml_pipe) in enumerate(level):
    pipe_pred = ml_pipe.fit_predict(train_valid)
    level_predictions.append(pipe_pred)
    pipes.append(ml_pipe)
    logger.info('Time left {:.2f} secs\n'.format(self.timer.time_left))
    if self.timer.time_limit_exceeded():
        logger.info('Time limit exceeded. Last level models will be blended and unused pipelines will be pruned.\n')
        flg_last_level = True
        flag_else = 0
        break
if flag_else:
    if self.timer.child_out_of_time:
        logger.info('Time limit exceeded in one of the tasks. AutoML will blend level {0} models.\n'.format(leven_number))
        flg_last_level = True",1,FALSE,
networkx,https://github.com/networkx/networkx/tree/master/networkx/algorithms/isomorphism/matchhelpers.py,,generic_multiedge_match$294,"for (xi, yi) in zip(values1, vals2):
    if not all(map(lambda x, y, z: z(x, y), xi, yi, op)):
        break
else:
    return True","flag_else = 1

for (xi, yi) in zip(values1, vals2):
    if not all(map(lambda x, y, z: z(x, y), xi, yi, op)):
        flag_else = 0
        break
if flag_else:
    return True",1,FALSE,
